Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
PF15892	BNR repeat-containing family member	pfam	repeat			
PF15893	Domain of unknown function (DUF4739)	pfam	family	IPR031764		
PF15894	Inhibitor of glucose uptake transporter SgrT	pfam	family	IPR031767		
PF15895	CAAX box cerebral protein 1	pfam	family	IPR031771		
PF15897	Domain of unknown function (DUF4741)	pfam	family	IPR031773		
PF15898	cGMP-dependent protein kinase interacting domain	pfam	unknown	IPR031775		
PF15899	BNR-Asp box repeat	pfam	repeat	IPR002860		
PF15901	Sortilin, neurotensin receptor 3, C-terminal	pfam	domain	IPR031777		
PF15902	Sortilin, neurotensin receptor 3,	pfam	repeat	IPR031778		
PF15903	Filopodia upregulated, FAM65	pfam	family	IPR031780		
PF15904	LKB1 serine/threonine kinase interacting protein 1	pfam	family	IPR031782		
PF15905	Hyaluronan mediated motility receptor N-terminal	pfam	unknown			
PF15906	Zinc-finger of nitric oxide synthase-interacting protein	pfam	domain	IPR031790		
PF15907	Integrin-alpha FG-GAP repeat-containing protein 2	pfam	repeat	IPR031793		
PF15908	Hyaluronan mediated motility receptor C-terminal	pfam	unknown	IPR031794		
PF15909	C2H2-type zinc ribbon	pfam	domain	IPR031799		
PF15910	ICOS V-set domain	pfam	domain	IPR013106		
PF15911	WD domain, G-beta repeat	pfam	repeat	IPR039468		
PF15912	Virilizer, N-terminal	pfam	family	IPR031801		
PF15913	Furin-like repeat, cysteine-rich	pfam	domain	IPR043601		
PF15914	FAM193 family C-terminal	pfam	family	IPR031802		
PF15915	GAF and HTH_10 associated domain	pfam	domain	IPR031803		
PF15916	Domain of unknown function (DUF4743)	pfam	family	IPR031804		
PF15917	Piezo	pfam	family	IPR031805		
PF15918	Domain of unknown function (DUF4744)	pfam	family	IPR031806		
PF15919	HicB_like antitoxin of bacterial toxin-antitoxin system	pfam	domain	IPR031807		
PF15920	N-terminal of Junction-mediating and WASP homolog-associated	pfam	family	IPR031808		
PF15921	Coiled-coil domain-containing protein 158	pfam	unknown	IPR031809		
PF15922	YjeJ-like	pfam	family	IPR031810		
PF15923	Domain of unknown function (DUF4745)	pfam	family	IPR031813		
PF15924	ALG11 mannosyltransferase N-terminus	pfam	family	IPR031814		
PF15925	SOSS complex subunit C	pfam	family	IPR031821		
PF15926	E3 ubiquitin-protein ligase RNF220	pfam	family	IPR031824		
PF15927	Cancer susceptibility candidate 1 N-terminus	pfam	family	IPR031826		
PF15928	Domain of unknown function (DUF4746)	pfam	family	IPR031827		
PF15929	Myofilin	pfam	family	IPR031828		
PF15930	Domain of unknown function	pfam	family	IPR031830		
PF15931	Domain of unknown function (DUF4747)	pfam	family	IPR031832		
PF15932	Domain of unknown function (DUF4748)	pfam	family	IPR031833		
PF15933	Antitoxin to bacterial toxin RNase LS or RnlA	pfam	family	IPR031834		
PF15934	Yuri gagarin	pfam	family	IPR031843		
PF15935	RNase LS, bacterial toxin	pfam	domain	IPR031845		
PF15936	Domain of unknown function (DUF4749)	pfam	family	IPR031847		
PF15937	prlF antitoxin for toxin YhaV_toxin	pfam	family	IPR031848		
PF15938	Domain of unknown function (DUF4750)	pfam	family	IPR031851		
PF15939	Putative antitoxin of bacterial toxin-antitoxin system	pfam	family	IPR031853		
PF15940	Family of unknown function	pfam	family	IPR016958		
PF15941	FidL-like putative membrane protein	pfam	family	IPR031854		
PF15942	Domain of unknown function (DUF4751)	pfam	family	IPR031855		
PF15943	Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT	pfam	family	IPR031856		
PF15944	Domain of unknown function (DUF4752)	pfam	family	IPR031858		
PF15946	Domain of unknown function (DUF4754)	pfam	family	IPR031860		
PF15947	Domain of unknown function (DUF4755)	pfam	family	IPR031863		
PF15948	Domain of unknown function (DUF4756)	pfam	family	IPR031864		
PF15949	Domain of unknown function (DUF4757)	pfam	family	IPR031865		
PF15950	Putative sperm flagellar membrane protein	pfam	family	IPR031866		
PF15951	MITF/TFEB/TFEC/TFE3 N-terminus	pfam	family	IPR031867		
PF15952	Enhancer of split M4 family	pfam	family	IPR029686		
PF15953	Putative propanediol utilisation	pfam	family	IPR030992		
PF15955	Cuticle protein	pfam	family	IPR031874		
PF15956	Domain of unknown function (DUF4760)	pfam	family	IPR031876		
PF15957	Commissureless	pfam	family	IPR031878		
PF15958	Domain of unknown function (DUF4761)	pfam	family	IPR031881		
PF15959	Domain of unknown function (DUF4762)	pfam	family	IPR031882		
PF15960	Domain of unknown function (DUF4763)	pfam	family	IPR031883		
PF15961	Domain of unknown function (DUF4764)	pfam	family	IPR031885		
PF15962	Domain of unknown function (DUF4765)	pfam	family	IPR031886		
PF15963	Myb DNA-binding like	pfam	domain	IPR039467		
PF15964	Centrosomal colon cancer autoantigen protein family	pfam	family	IPR031887		
PF15965	TRAF-like zinc-finger	pfam	domain	IPR001293		
PF15966	F-box	pfam	domain	IPR001810		
PF15967	Nucleoporin FG repeated region	pfam	family			
PF15968	Membrane-anchored ion channel, Abi component	pfam	family	IPR031892		
PF15969	Intracellular sensor of Lambda phage, Abi component	pfam	family	IPR031894		
PF15970	HicB_like antitoxin of bacterial toxin-antitoxin system	pfam	domain	IPR031807		
PF15971	DolP-mannose mannosyltransferase	pfam	family	IPR031897		
PF15972	Unpaired protein	pfam	family	IPR031901		
PF15973	Domain of unknown function (DUF4766)	pfam	family	IPR031903		
PF15974	Cadherin C-terminal cytoplasmic tail, catenin-binding region	pfam	family	IPR031904		
PF15975	Flotillin	pfam	family	IPR031905		
PF15976	CS1-pili formation C-terminal	pfam	family	IPR031917		
PF15977	Winged helix-turn-helix DNA binding	pfam	family	IPR041687		
PF15978	Tn7-like transposition protein D	pfam	family	IPR032750		
PF15979	Glycosyl hydrolase family 115	pfam	family	IPR031924		
PF15980	Putative Competence protein ComGF	pfam	domain	IPR016977		
PF15981	Envelope glycoprotein GP 5 of equine arteritis virus	pfam	family	IPR020403		
PF15982	N-terminal cysteine-rich region of Transmembrane protein 135	pfam	domain	IPR031926		
PF15983	Domain of unknown function (DUF4767)	pfam	family	IPR031927		
PF15984	Bacterial collagen, middle region	pfam	domain	IPR031929		
PF15985	KH domain	pfam	domain	IPR004088		
PF15989	Domain of unknown function (DUF4768)	pfam	family	IPR031931		
PF15990	UPF0767 family	pfam	family	IPR031933		
PF15991	G-protein pathway suppressor	pfam	family	IPR026094		
PF15992	Domain of unknown function (DUF4769)	pfam	family	IPR031934		
PF15993	Fuseless	pfam	family	IPR032751		
PF15994	Domain of unknown function (DUF4770)	pfam	family	IPR031935		
PF15995	Domain of unknown function (DUF4771)	pfam	family	IPR031936		
PF15996	Arginine/serine-rich protein PNISR	pfam	family	IPR031937		
PF15997	Domain of unknown function (DUF4772)	pfam	family	IPR031940		
PF15998	Domain of unknown function (DUF4773)	pfam	family	IPR031941		
PF15999	Domain of unknown function (DUF4774)	pfam	family	IPR031942		
PF16000	CARMIL C-terminus	pfam	family	IPR031943		
PF16001	Domain of unknown function (DUF4775)	pfam	family	IPR031945		
PF16002	Headcase protein	pfam	family	IPR031947		
PF16003	Domain of unknown function (DUF4776)	pfam	family	IPR031949		
PF16004	116 kDa U5 small nuclear ribonucleoprotein component N-terminus	pfam	family	IPR031950		
PF16005	KH-like RNA-binding domain	pfam	domain	IPR031952		
PF16006	Nucleolar and spindle-associated protein	pfam	family	IPR026756		
PF16007	Domain of unknown function (DUF4777)	pfam	family	IPR031957		
PF16008	Domain of unknown function (DUF4778)	pfam	family	IPR031958		
PF16009	Domain of unknown function (DUF4779)	pfam	family	IPR031959		
PF16010	Cytochrome domain of cellobiose dehydrogenase	pfam	family	IPR015920		
PF16011	Carbohydrate-binding family 9	pfam	family	IPR010502		
PF16012	Domain of unknown function (DUF4780)	pfam	family	IPR031961		
PF16013	Domain of unknown function (DUF4781)	pfam	family	IPR031962		
PF16014	Histone deacetylase complex subunit SAP130 C-terminus	pfam	family	IPR031963		
PF16015	Promethin	pfam	family			
PF16016	VAD1 Analog of StAR-related lipid transfer domain	pfam	domain	IPR031968		
PF16017	BTB/POZ domain	pfam	domain	IPR039885		
PF16018	Anillin N-terminus	pfam	family	IPR031970		
PF16019	Cysteine/serine-rich nuclear protein N-terminus	pfam	family	IPR031972		
PF16020	Deltamethrin resistance	pfam	family	IPR031973		
PF16021	Programmed cell death protein 7	pfam	family	IPR031974		
PF16022	Domain of unknown function (DUF4783)	pfam	domain	IPR031977		
PF16023	DUF4784 WD40-like domain	pfam	repeat	IPR031978		
PF16024	Domain of unknown function (DUF4785)	pfam	family	IPR031979		
PF16025	Calcium-dependent calmodulin binding	pfam	family			
PF16026	Mitochondria-eating protein	pfam	family	IPR031981		
PF16027	Domain of unknown function (DUF4786)	pfam	family	IPR031983		
PF16028	Solute carrier family 3 member 2 N-terminus	pfam	family	IPR031984		
PF16029	Domain of unknown function (DUF4787)	pfam	family	IPR031985		
PF16030	Serine protease gd N-terminus	pfam	family	IPR031986		
PF16031	TonB polyproline region	pfam	unknown			
PF16032	Domain of unknown function (DUF4788)	pfam	family	IPR031992		
PF16033	Domain of unknown function (DUF4789)	pfam	family	IPR031993		
PF16034	JAKMIP CC3 domain	pfam	unknown	IPR031994		
PF16035	Chalcone isomerase like	pfam	domain	IPR016087		
PF16036	Chalcone isomerase-like	pfam	domain	IPR016087		
PF16037	Domain of unknown function (DUF4790)	pfam	family	IPR032004		
PF16038	TMIE protein	pfam	family	IPR032006		
PF16039	Domain of unknown function (DUF4791)	pfam	family	IPR032007		
PF16040	Domain of unknown function (DUF4792)	pfam	family	IPR032008		
PF16041	Domain of unknown function (DUF4793)	pfam	family	IPR032010		
PF16042	Domain of unknown function (DUF4794)	pfam	family	IPR032011		
PF16043	Domain of unknown function (DUF4795)	pfam	family	IPR032013		
PF16044	Domain of unknown function (DUF4796)	pfam	family	IPR032016		
PF16045	LisH	pfam	domain	IPR006594		
PF16046	FAM76 protein	pfam	family	IPR032017		
PF16047	Frog antimicrobial peptide	pfam	family	IPR032749		
PF16048	Frog antimicrobial peptide	pfam	family	IPR032019		
PF16049	Frog antimicrobial peptide	pfam	family	IPR032021		
PF16050	Paf1 complex subunit CDC73 N-terminal	pfam	family	IPR032041		
PF16051	Domain of unknown function (DUF4797)	pfam	family	IPR032050		
PF16053	Mitochondrial 28S ribosomal protein S34	pfam	family	IPR032053		
PF16054	Transmembrane protein family 72	pfam	family	IPR032055		
PF16055	Domain of unknown function (DUF4798)	pfam	family	IPR032056		
PF16056	Domain of unknown function (DUF4799)	pfam	family	IPR032057		
PF16057	Domain of unknown function (DUF4800)	pfam	family			
PF16058	Mucin-like	pfam	unknown	IPR032059		
PF16059	MGA, conserved domain	pfam	domain	IPR032060		
PF16060	Domain of unknown function (DUF4802)	pfam	family	IPR032061		
PF16061	Domain of unknown function (DUF4803)	pfam	family	IPR032062		
PF16062	Domain of unknown function (DUF4804)	pfam	family	IPR032063		
PF16063	Domain of unknown function (DUF4805)	pfam	family	IPR032064		
PF16064	Domain of unknown function (DUF4806)	pfam	family	IPR032071		
PF16065	Domain of unknown function (DUF4807)	pfam	family	IPR032072		
PF16066	Domain of unknown function (DUF4808)	pfam	family	IPR032073		
PF16067	Domain of unknown function (DUF4809)	pfam	family	IPR032080		
PF16068	Domain of unknown function (DUF4810)	pfam	family	IPR014508		
PF16069	Domain of unknown function (DUF4811)	pfam	family	IPR032083		
PF16070	Transmembrane protein family 132	pfam	family	IPR031437		
PF16071	Domain of unknown function (DUF4812)	pfam	family	IPR032084		
PF16072	Domain of unknown function (DUF4813)	pfam	family	IPR032086		
PF16073	Starter unit:ACP transacylase in aflatoxin biosynthesis	pfam	family	IPR032088		
PF16074	Type IV Pilus-assembly protein W	pfam	family	IPR032092		
PF16075	Domain of unknown function (DUF4815)	pfam	family	IPR032096		
PF16076	Acyltransferase C-terminus	pfam	family	IPR032098		
PF16077	Spaetzle	pfam	family	IPR032104		
PF16078	2-oxoglutarate dehydrogenase N-terminus	pfam	family	IPR032106		
PF16079	Phage holin family Hol44, in holin superfamily V	pfam	family	IPR032111		
PF16080	Bacteriophage holin family HP1	pfam	family	IPR032118		
PF16081	Mycobacterial 2 TMS Phage Holin (M2 Hol) Family	pfam	family	IPR032121		
PF16082	Bacteriophage holin family, superfamily II-like	pfam	family	IPR032124		
PF16083	LydA holin phage, holin superfamily III	pfam	family	IPR032126		
PF16084	LydA-holin antagonist	pfam	family	IPR032127		
PF16085	Bacteriophage holin Hol, superfamily III	pfam	family	IPR032128		
PF16086	Domain of unknown function (DUF4816)	pfam	family	IPR032134		
PF16087	Helix-turn-helix domain (DUF4817)	pfam	domain	IPR032135		
PF16088	BLOC-1-related complex sub-unit 7	pfam	family	IPR032143		
PF16089	Domain of unknown function (DUF4818)	pfam	family	IPR032145		
PF16090	Domain of unknown function (DUF4819)	pfam	family	IPR032147		
PF16091	Domain of unknown function (DUF4820)	pfam	family	IPR032150		
PF16092	Cilia- and flagella-associated protein 61, N-terminal domain	pfam	domain	IPR032151		
PF16093	Proteasome assembly chaperone 4	pfam	family	IPR032157		
PF16094	Proteasome assembly chaperone 4	pfam	family	IPR016565		
PF16095	C-terminal of Roc, COR, domain	pfam	family	IPR032171		
PF16096	Fragile X-related 1 protein C-terminal region 2	pfam	unknown	IPR032172		
PF16097	Fragile X-related 1 protein C-terminal region 3	pfam	family	IPR032177		
PF16098	Fragile X-related mental retardation protein C-terminal region 2	pfam	family	IPR032196		
PF16099	Recq-mediated genome instability protein 1, C-terminal OB-fold	pfam	family	IPR032199		
PF16100	RecQ-mediated genome instability protein 2	pfam	family	IPR032245		
PF16101	Proline-rich membrane anchor 1	pfam	family			
PF16102	ACTH-associated domain	pfam	family	IPR032246		
PF16103	Domain of unknown function (DUF4822)	pfam	domain	IPR032247		
PF16104	Formyl peptide receptor-like 1 inhibitory protein	pfam	family	IPR023256		
PF16105	Domain of unknown function (DUF4823)	pfam	family	IPR032248		
PF16106	Domain of unknown function (DUF4824)	pfam	family	IPR032249		
PF16107	Domain of unknown function (DUF4825)	pfam	domain	IPR032250		
PF16108	Domain of unknown function (DUF4826)	pfam	family	IPR032251		
PF16109	Domain of unknown function (DUF4827)	pfam	family	IPR032252		
PF16110	Domain of unknown function (DUF4828)	pfam	family	IPR032254		
PF16111	Domain of unknown function (DUF4829)	pfam	family	IPR032256		
PF16112	Domain of unknown function (DUF4830)	pfam	family	IPR032257		
PF16113	Enoyl-CoA hydratase/isomerase	pfam	domain	IPR045004		
PF16114	ATP citrate lyase citrate-binding	pfam	domain	IPR032263		
PF16115	Domain of unknown function (DUF4831)	pfam	family	IPR032265		
PF16116	Domain of unknown function (DUF4832)	pfam	family	IPR032267		
PF16117	Domain of unknown function (DUF4833)	pfam	family	IPR032269		
PF16118	Domain of unknown function (DUF4834)	pfam	family	IPR032272		
PF16119	Domain of unknown function (DUF4835)	pfam	family	IPR032274		
PF16120	Domain of unknown function (DUF4836)	pfam	family	IPR032276		
PF16121	40S ribosomal protein S4 C-terminus	pfam	family	IPR032277		
PF16122	40S ribosomal protein SA C-terminus	pfam	family	IPR032281		
PF16123	Hydroxyacylglutathione hydrolase C-terminus	pfam	family	IPR032282		
PF16124	RecQ zinc-binding	pfam	domain	IPR032284		
PF16125	Domain of unknown function (DUF4837)	pfam	family	IPR032286		
PF16126	Domain of unknown function (DUF4838)	pfam	family	IPR032287		
PF16127	Domain of unknown function (DUF4839)	pfam	family	IPR032290		
PF16128	Domain of unknown function (DUF4840)	pfam	family	IPR032293		
PF16129	Domain of unknown function (DUF4841)	pfam	domain	IPR032294		
PF16130	Domain of unknown function (DUF4842)	pfam	domain	IPR032295		
PF16131	Torus domain	pfam	domain	IPR032297		
PF16132	Domain of unknown function (DUF4843)	pfam	domain	IPR032299		
PF16133	Domain of unknown function (DUF4844)	pfam	family	IPR032301		
PF16134	THO complex subunit 2 N-terminus	pfam	family	IPR032302		
PF16135	Tify domain binding domain	pfam	domain	IPR032308		
PF16136	Putative nuclear localisation signal	pfam	family	IPR032310		
PF16137	Domain of unknown function (DUF4845)	pfam	family	IPR032314		
PF16138	Domain of unknown function (4846)	pfam	family	IPR032315		
PF16139	Domain of unknown function (DUF4847)	pfam	domain	IPR032316		
PF16140	Domain of unknown function (DUF4848)	pfam	family	IPR032318		
PF16141	Putative glycoside hydrolase Family 18, chitinase_18	pfam	family	IPR032320		
PF16142	Domain of unknown function (DUF4850)	pfam	family	IPR032322		
PF16143	Domain of unknown function (DUF4851)	pfam	family	IPR032323		
PF16144	Domain of unknown function (DUF4852)	pfam	family	IPR032325		
PF16145	Domain of unknown function (DUF4853)	pfam	family	IPR032326		
PF16146	Domain of unknown function (DUF4854)	pfam	family	IPR032327		
PF16147	Domain of unknown function (DUF4855)	pfam	family	IPR032329		
PF16148	Domain of unknown function (DUF4856)	pfam	family	IPR032331		
PF16149	Domain of unknown function (DUF4857)	pfam	family	IPR032333		
PF16150	Domain of unknown function (DUF4858)	pfam	family	IPR032338		
PF16151	Domain of unknown function (DUF4859)	pfam	family	IPR032339		
PF16152	Domain of unknown function (DUF4860)	pfam	family	IPR032340		
PF16153	Domain of unknown function (DUF4861)	pfam	family	IPR032342		
PF16154	Domain of unknown function (DUF4862)	pfam	family	IPR032344		
PF16155	Domain of unknown function (DUF4863)	pfam	family	IPR032345		
PF16156	Domain of unknown function (DUF4864)	pfam	family	IPR032347		
PF16157	Domain of unknown function (DUF4865)	pfam	family	IPR032349		
PF16158	Ig-like domain from next to BRCA1 gene	pfam	domain	IPR032350		
PF16159	FOXP coiled-coil domain	pfam	domain	IPR032354		
PF16160	Domain of unknown function (DUF4866)	pfam	family	IPR032357		
PF16161	Domain of unknown function (DUF4867)	pfam	family	IPR032358		
PF16162	Domain of unknown function (DUF4868)	pfam	family	IPR032359		
